x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	ymin	ymax
3.59	7.79	8.06	8.35	11.43	14.11	14.27	15.11	15.34	25.86	2927.13	2760.75	2737.35	2710.78	2348.39	1945.03	1919.25	1781.83	1743.68	199.162	0	2929.33
16.36	17.71	17.93	20.5	20.98	21	21.02	21.56	23.36	24.29	2647.65	2647.52	2646.41	2620.58	2614.74	2614.5	2614.26	2608	2593.35	2592.3	2592	2649.17
10.51	12.41	13.99	14.08	14.47	14.67	15.5	15.97	16.34	16.42	987.047	980.155	956.847	955.217	947.91	944.034	927.417	917.934	910.604	909.046	866.667	988.167
3.4	4.63	9.93	12.71	13.17	21.47	25.5	25.95	26.89	29.86	3278.36	3246.08	2743.1	2312.83	2234.83	775.389	243	199.29	120.547	0.263685	0	3280.5
4.4	4.56	10.46	12.83	13.19	14.26	15.31	20.01	21.63	22.71	1141.83	1140.41	836.745	632.117	599.718	503.306	410.374	76.1873	17.1401	0.957487	0.166667	1143.33
10.01	11.14	11.9	12.11	12.16	12.23	12.82	14.09	16.44	16.88	743.393	746.119	744.385	743.542	743.323	743.005	739.895	732.131	725.846	727.496	725.333	746.167
3.27	4.35	4.53	5.01	5.14	5.63	5.83	6	11.43	12	83.0721	84.8576	84.2594	81.5964	80.6288	76.1493	73.9806	72	1.23787	0	0	85.3333
22.03	22.41	22.52	22.78	22.79	22.94	24.51	24.8	25.7	25.93	4583.42	4584.25	4584.4	4584.61	4584.62	4584.66	4583.53	4583.37	4583.94	4584.47	4583.33	4584.67
10.76	12.94	13.81	15.01	19.34	20.9	23.77	23.78	26.16	26.75	1124.89	1025.41	969.802	881.72	505.304	368.925	154.087	153.463	39.42	23.526	9.33333	1152.5
5.45	5.95	6.35	6.49	6.51	6.98	7.23	7.41	7.67	7.93	89.7933	89.9987	89.953	89.9192	89.9142	89.8335	89.8638	89.9404	90.158	90.5339	89.8333	90
6.93	8.36	8.63	8.73	18.98	20.19	20.72	21.41	22.8	24.59	968.484	930.255	919.812	915.706	188.635	116.209	89.0631	58.5816	16.384	7.20136	4	976
1.47	1.7	2.01	3.06	8.64	9.38	9.48	13.26	22.55	23.3	1778.94	1776.06	1770.46	1737.57	1287.92	1205.03	1193.59	742.207	8.86379	7.66567	6.66667	1781.33
3.23	3.82	4.41	5.68	6.01	8.38	9.37	9.91	12.54	19.7	690.581	685.805	676.03	639.957	627.61	511.352	452.543	418.995	252.324	12.3677	8.33333	691
8.21	9.35	9.65	10.25	10.36	13.14	14.17	14.64	16.38	16.83	725.091	728.279	726.557	720.276	718.741	649.815	614.689	597.944	536.196	521.163	441	729
19.07	19.3	20.51	21.55	22.17	22.76	22.83	23.04	25.51	26.25	3863.8	3865.08	3865.93	3860.7	3855.95	3850.82	3850.2	3848.31	3831.35	3830.86	3830.67	3866.67
8.72	10.8	13.18	15.65	18.54	19.03	24.12	24.31	24.35	30.42	1769.09	1695.74	1525.84	1280.15	942.961	883.703	312.553	294.73	291.027	1.9651	0	1774.67
23.64	24.6	24.71	24.9	25.58	26.33	26.33	26.71	27.32	27.75	5471.79	5471.53	5471.36	5471.03	5469.57	5468.07	5468.07	5467.62	5467.66	5468.48	5467.5	5472
8.1	8.39	9.2	9.47	9.95	10.35	10.48	10.67	11.22	11.82	322.947	323.552	323.963	323.814	323.383	322.998	322.89	322.764	322.719	323.523	322.667	324
6.91	11.18	12.72	13.22	13.69	14.98	16.59	20.04	21.6	25.04	1136.38	935.423	816.15	774.236	733.793	619.3	474.476	193.874	97.552	0.848555	0.833333	1144
5.08	6.59	7.17	7.43	7.72	8.25	8.81	8.9	9.71	9.95	124.471	125.546	124.481	123.907	123.259	122.203	121.552	121.515	122.375	123.14	121.5	126
12.09	12.25	13.1	13.2	14.23	15.24	15.58	16.48	16.65	18.81	1007.98	1007.82	1004.81	1004.26	996.778	987.845	984.845	977.761	976.647	974.145	972	1008
14.25	16.02	16.57	16.62	17.35	17.38	18.49	19.59	20	20.02	1600.45	1589.13	1583.21	1582.64	1573.92	1573.55	1560.28	1549.52	1546.67	1546.55	1543.5	1600.67
20.02	20.07	20.81	21.18	22.17	22.26	25.21	26.11	27.58	30.88	4666.66	4666.64	4663.56	4660.25	4646.53	4644.98	4578.09	4556.04	4524.56	4504.1	4500	4666.67
22.59	22.83	23.44	24.43	24.53	25.55	25.74	27.05	27.36	28.04	5377.72	5378.09	5377.71	5374.03	5373.51	5367.44	5366.25	5359.3	5358.27	5357.34	5357.33	5378.17
20.56	20.76	20.79	21.14	22.06	22.86	23.98	24.68	25.19	26.58	4188.99	4189.35	4189.39	4189.45	4187.09	4183	4176.12	4172.26	4170.13	4169.57	4168.67	4189.5
20.07	20.81	21.77	22.11	22.76	23.15	23.2	24.82	25.43	25.49	3967	3968.93	3967.97	3966.99	3964.62	3963.07	3962.87	3958.4	3958.73	3958.85	3958.33	3969
25.23	26.47	27.27	27.29	28.35	28.56	29.22	29.37	30.18	30.52	7209.33	7210.26	7208.12	7208.05	7203.95	7203.15	7201.06	7200.71	7200.07	7200.59	7200	7210.67
21.23	21.36	21.54	21.76	22.11	22.44	22.56	22.71	23.22	23.94	3790.88	3791.04	3791.2	3791.3	3791.33	3791.26	3791.24	3791.2	3791.19	3791.89	3791.17	3791.33
20.43	20.59	21.15	21.37	21.51	21.87	22.07	22.19	22.32	22.44	3307.28	3307.39	3307.49	3307.45	3307.41	3307.34	3307.34	3307.35	3307.4	3307.46	3307.33	3307.5
8.31	8.35	9.76	10.72	10.89	11.32	11.96	12.1	12.77	14.22	444.2	444.352	444.202	439.8	438.82	436.206	432.241	431.405	427.829	424.791	424.667	445.5
7.03	8.88	9.12	9.65	10.51	10.78	11.15	13.84	14.67	14.97	285.83	275.678	273.279	267.458	257.128	253.827	249.379	228.755	230.338	232.264	228.667	285.833
8.25	10.83	13.14	13.43	14.52	14.83	17.92	19.08	20.71	28.2	1340.05	1268.13	1121.74	1099.19	1007.95	980.382	682	566.42	409.634	7.736	7.33333	1340.67
2.98	6.13	6.71	7.54	9.72	10.88	11.56	13.03	20.87	23.53	1534.9	1389.05	1346.56	1279.08	1072.25	950.104	876.275	714.534	45.5829	4.16574	1.16667	1544.67
8.57	9.51	11.85	13.87	15.14	16.67	16.86	17.83	19.07	22.99	849.087	848.593	797.298	711.124	644.912	559.689	549.016	495.222	430.346	295.307	288	850.5
6.08	9.31	13.74	19.56	20.06	20.72	21.11	24.23	24.55	25.57	967.456	931.417	668.546	216.013	182.781	142.065	119.901	8.51726	5.12546	6.31916	3.33333	975.333
13.22	13.31	13.37	13.5	14.64	14.75	14.98	15.28	15.34	15.43	1012.2	1012.32	1012.38	1012.5	1012.55	1012.53	1012.5	1012.55	1012.57	1012.62	1012.5	1012.67
11.34	12.89	13.04	13.82	13.84	18.55	18.9	22.05	23.85	27.2	1316.18	1257.86	1250.28	1205.99	1204.75	810.65	776.223	464.538	300.689	71.0827	0	1333.33
5.29	5.51	5.59	8.15	9.09	10.52	10.85	12.7	13.04	14.68	213.864	215	215.305	200.823	187.642	165.06	159.938	136.694	134.058	132.621	130.667	216
10.02	18.79	20.08	20.45	20.95	21.62	24.31	25.95	25.97	27.77	1463.69	1113.93	1020.91	994.398	959.004	912.756	752.322	686.183	685.573	653.779	653.333	1472.17
9.15	9.19	11.19	16.12	16.29	16.39	17.9	21.08	22.61	22.98	769.355	769.268	741.827	560.301	553.204	549.049	489.625	408.575	405.828	409.89	403.333	769.5
7.48	12.08	14.59	15.3	16.2	18.39	20.75	20.97	20.97	23	1410.14	884.32	586.401	506.679	410.496	207.782	58.5573	49.2081	49.2081	6.66667	6.66667	1781.33
11.08	13.67	15.56	15.86	16.94	17.24	18.05	19.11	21.04	21.06	926.755	868.997	805.145	794.372	755.77	745.329	718.405	687.4	650.568	650.358	645.333	933.333
8.55	8.7	9.55	9.67	10.38	10.52	11.87	13.71	14.17	14.21	444.963	445.266	444.799	444.478	441.615	440.895	432.788	424.869	424.741	424.78	424.667	445.5
2.69	7.64	9.58	15.87	16.29	18.2	21.44	21.85	21.92	26.92	2578.74	2159.3	1903.17	944.875	882.052	610.983	236.98	200.123	194.108	19.5062	8.66667	2612.83
9.56	12.55	15.95	19.27	19.62	19.64	19.75	21.81	23.47	25.95	969.236	873.49	649.178	383.813	356.197	354.63	346.036	195.825	97.4858	9.53663	0	972
20.35	20.64	21.03	21.1	21.16	21.25	23.35	23.57	23.68	23.74	3527.49	3527.85	3528	3527.99	3527.98	3527.94	3526.8	3527.05	3527.23	3527.35	3526.67	3528
17.08	17.32	17.83	19.26	22.66	22.95	23.43	24.82	28.34	28.4	3559.51	3561.58	3563.85	3556.73	3489.15	3481.92	3469.94	3437.18	3397.92	3398.15	3397.33	3564
13.87	18.96	19.15	20.14	20.16	20.62	21.49	21.67	23.87	24.92	1657.89	1537.03	1531.35	1502.78	1502.23	1489.96	1469.38	1465.64	1440.09	1444.91	1440	1661.83
0.93	1.49	2.25	3.59	4.21	4.93	7.86	9.02	12.33	14.71	366.801	365.312	357.328	329.022	310.882	286.674	168.556	120.701	17.242	4.06262	0.666667	366.833
21.2	21.77	23.65	25.78	26.7	26.82	26.9	27.09	27.13	30.49	4660.04	4652.85	4616.26	4563.99	4542.47	4539.84	4538.12	4534.13	4533.3	4501.24	4500	4666.67
6.16	6.24	6.58	6.64	7.37	8	8.14	9.06	9.19	9.3	162.43	162.609	163.132	163.188	163.213	162.667	162.528	162.004	162.038	162.099	162	163.333
20.66	20.79	21.13	21.17	21.57	21.58	21.78	21.95	23.02	23.54	3266.11	3265.89	3265.23	3265.15	3264.26	3264.24	3263.79	3263.43	3262.17	3262.66	3262.17	3266.67
3.25	3.64	9.71	10.19	10.5	11.19	11.51	13.87	14.26	21.94	822.411	826.216	612.255	580.705	559.75	511.815	489.121	319.791	292.574	16.2875	8.5	827.333
15.1	15.75	16.14	20.41	20.78	22.61	22.96	23.65	24.05	25.55	2768.64	2772.98	2773.23	2694.96	2684.07	2629.3	2619.29	2600.69	2590.81	2562.05	2551.5	2773.33
24.23	25.39	25.8	25.81	26.02	26.44	27.53	28.42	29.18	29.26	6457	6458.05	6457.22	6457.2	6456.61	6455.18	6450.93	6448.27	6447.73	6447.81	6447.67	6458.33
3.24	3.77	7.14	7.34	8.1	9.23	12.19	16.37	16.67	18.05	1137.7	1142.83	1059.99	1049.78	1006.61	931.166	689.228	320.612	296.276	192.511	0.166667	1143.33
15.13	16.07	16.3	16.81	16.87	17.95	18.27	18.82	18.96	19	1620.36	1621.33	1621.25	1620.85	1620.8	1620	1620.08	1620.86	1621.22	1621.33	1620	1621.33
2.03	2.94	3.05	3.1	3.36	4.44	5.15	9.62	9.79	9.97	32.8731	35.9891	35.9925	35.9703	35.6268	30.7745	25.4453	1.23264	2.03665	3.12692	0	36
11.99	15.55	16.27	19.08	20.54	22.05	22.63	25.48	27.14	28.45	1800	1707.79	1670.97	1492.22	1387.69	1279.84	1239.91	1071.95	1008.43	983.682	981.167	1800
22.97	23.05	26.82	27.25	27.57	27.75	27.76	28.76	29.25	29.33	5481.87	5481.31	5429.73	5423.32	5418.84	5416.45	5416.32	5405.51	5402.11	5401.7	5400	5485.33
16.04	16.04	16.37	16.66	17.18	17.27	17.87	18.07	18.11	18.82	1781.41	1781.41	1781.88	1782.1	1782.15	1782.14	1782.01	1782	1782.01	1782.52	1782	1782.17
14.07	15.93	16.13	20.12	20.29	20.96	23.17	24.37	24.54	26.82	2581.61	2582.15	2579.68	2461.85	2454.95	2427.18	2335.41	2291.04	2285.34	2229.84	2221.33	2587.5
22.42	22.68	23.1	23.27	24.06	24.21	24.77	25.04	25.48	26.3	4517.01	4516.51	4515.36	4514.79	4511.76	4511.16	4509.07	4508.21	4507.16	4506.86	4506.67	4517.33
6.71	7.14	8.13	9.14	9.29	11.5	11.96	22.23	23.38	25.88	1337.08	1329.5	1299.85	1253.72	1245.63	1094.96	1057.35	132.935	71.3158	8.81009	8.66667	1342
8.08	8.72	10.63	10.63	10.97	12.99	18.73	18.82	20.5	20.86	425.672	415.3	363.128	363.128	351.244	271.253	76.4677	75.1696	68.3333	71.6861	66.6667	432.833
7.19	9.78	10.21	10.47	10.72	11.95	15.61	18.63	22.95	24.07	818.913	799.615	786.75	777.832	768.488	712.589	479.318	264.579	38.6829	12.9169	5.83333	824.667
10.69	11.65	15.31	16.39	16.89	17.36	17.6	18.07	18.83	19.23	980.348	967.134	849.966	804.897	783.792	764.127	754.219	735.207	706.024	691.69	617.167	983.333
15.32	15.37	16.47	17.29	19.15	19.63	20.11	22.07	22.59	24.09	2515.15	2515.46	2516.37	2510.56	2483.1	2473.98	2464.46	2426.08	2417.3	2399.31	2395.83	2517.33
9.17	10.03	10.1	12.66	12.81	17.29	20.07	20.12	22.93	27.8	1226.94	1233.33	1233.24	1175.93	1169.66	884.177	661.072	657.082	449.236	261.691	261.333	1233.33
15.28	15.3	15.31	15.41	16	16.1	16.32	16.62	17.78	17.87	1620.69	1620.73	1620.75	1620.92	1621.33	1621.32	1621.24	1621.03	1620.04	1620.02	1620	1621.33
9.12	13.7	14.76	14.86	14.91	16.41	16.73	17.79	17.9	19.39	779.621	738.613	717.324	715.309	714.304	686.228	681.122	667.831	666.835	662.538	661.833	783.333
2.74	6.31	8.87	13.82	14.64	15.94	18.83	19.64	26.33	27.19	2610.65	2486.64	2248.21	1570.34	1443.58	1240.7	801.413	686.194	40.6421	15.3574	7.33333	2611.5
1.4	1.62	2.16	2.9	5.74	12.01	12.12	12.94	15.83	15.83	456.235	454.722	448.434	434.35	335.559	53.6704	50.0982	26.7913	5.0129	5.0129	0	457.333
3.07	4.44	5.28	7.39	19.02	20.55	21.89	24.26	29.08	29.87	3607.3	3512.23	3434.01	3179.66	1068.73	804.185	593.588	284.714	5.75644	16.4828	5.66667	3664.33
2.81	5.97	7	7.42	9.77	10.96	13.02	18.21	19.22	19.92	1338.64	1259.52	1200.33	1172.42	984.101	873.503	670.333	198.474	130.547	90.7913	5.66667	1339
9.55	9.95	10.01	10.07	10.27	10.94	11.13	11.13	11.37	11.63	383.202	383.332	383.333	383.331	383.303	383.168	383.176	383.176	383.252	383.448	383.167	383.333
9.52	9.84	11.47	11.57	11.75	11.83	12.39	14.53	15.9	19.02	782.26	783.217	774.668	773.531	771.339	770.306	762.18	721.976	695.148	661.835	661.833	783.333
3.46	4.03	4.98	7.13	9.93	10.2	16.45	17.6	22.01	22.9	2244.68	2211.44	2143.26	1938.19	1592.77	1556.22	677.221	530.379	106.704	58.1663	8.33333	2312.33
10.95	13.95	15.46	17.18	18.52	18.6	18.86	21.44	21.62	27.62	1411.65	1350.6	1282.11	1184.8	1101.02	1095.91	1079.29	919.016	908.648	732.155	729	1411.67
23.14	23.72	24.06	24.16	24.28	24.71	25.03	25.2	25.25	25.56	5113.63	5112.75	5111.82	5111.5	5111.09	5109.49	5108.21	5107.54	5107.34	5106.15	5103	5113.67
10.55	11.25	14.73	15.08	16.76	16.81	17.62	19.85	19.87	24.84	1289.22	1290.23	1210.57	1196.78	1122.12	1119.75	1080.6	973.461	972.55	833.511	833.333	1290.67
6.37	6.46	6.79	6.96	8.88	9.44	11.94	18.2	22.59	22.92	1371.97	1365.38	1340.39	1327.02	1156.21	1100.73	834.598	206.223	2.90874	1.2337	1.16667	1544.67
19.03	19.05	19.76	20.29	20.82	21.52	23.75	24.26	24.34	25.06	3664.01	3664.12	3666.52	3666.46	3665.17	3662.06	3649.09	3647.07	3646.83	3645.84	3645.83	3666.67
9.17	9.93	10.35	10.42	11.75	12.37	13.01	13.56	13.72	14.23	581.42	583.321	583.041	582.917	577.464	573.728	569.773	566.689	565.897	563.83	562.5	583.333
7.85	10.24	11.94	12.38	20.32	21.54	23.72	25.64	28.59	29.36	1774.42	1723.22	1624.29	1591.65	728.38	585.456	351.265	181.478	20.9347	4.41822	0	1774.67
4.55	4.96	9.36	13.16	13.65	14.52	16.95	22.1	22.85	24.16	2026.81	2029.15	1838.18	1444.55	1384.45	1274.52	955.768	333.189	260.812	152.033	1.33333	2029.17
18.19	18.28	18.4	18.87	19.38	19.58	20.13	20.79	21.43	22.02	2826.67	2826.93	2827.22	2827.81	2827.64	2827.39	2826.4	2824.94	2823.76	2823.33	2823.33	2827.83
8.05	8.82	12.31	12.46	14.6	18.11	18.73	18.99	22.37	25.09	1931.65	1879.94	1544.86	1527.56	1264.24	803.719	724.029	691.094	306.363	90.5024	1.33333	2029.17
20.07	20.44	21.63	21.95	22.83	25.1	25.85	28.01	28.02	28.57	3906.09	3902.5	3885.77	3880.23	3863.55	3819.05	3806.82	3789.33	3789.34	3790.86	3789.33	3910.83
16.44	16.51	17.66	20.18	21.54	21.63	22.35	23.67	24.36	25.86	2516.49	2516.21	2506.46	2463.05	2435.9	2434.18	2421.23	2403.01	2397.59	2399.37	2395.83	2517.33
4.17	4.39	4.39	4.41	6.92	6.97	7.9	8.11	10.24	11.69	126.565	127.789	127.789	127.88	118.624	118.132	107.861	105.341	81.0243	72.3264	72	129.167
6.79	8.05	9.88	11.56	14.81	15.33	15.78	22.45	28.29	28.87	2296.68	2256.44	2142.82	1990.33	1600.54	1530.14	1468.03	540.574	33.4225	14.8418	0	2304
12.18	12.44	14.36	16.3	16.89	18.62	18.66	20.04	22.01	24.24	1511.79	1510.77	1480.18	1418.32	1395.55	1323.85	1322.16	1265.07	1195.03	1149.44	1145.83	1512
13.1	14.63	14.95	15.07	16.87	17.07	17.28	20.38	21.78	21.8	1597.59	1599.36	1597.79	1597.07	1579.72	1577.32	1574.77	1544.77	1545.79	1545.91	1543.5	1600.67
23.65	24.99	26.03	26.64	27.02	27.37	29.09	29.44	30.75	30.81	5475.94	5458.48	5442.19	5432.51	5426.7	5421.6	5403.06	5401.2	5402.39	5402.8	5400	5485.33
4.16	4.32	4.64	4.7	4.89	5.43	5.44	5.75	6.4	6.68	53.6163	53.8307	54.0863	54.1127	54.1602	54.1007	54.0983	54.026	54.1013	54.336	54	54.1667
13.07	16.64	17	17.62	18.6	18.68	18.96	19.09	21.36	21.61	1694.94	1676.92	1671.67	1662.06	1646.47	1645.22	1640.93	1638.99	1614.88	1613.92	1613.33	1698.67
21.18	21.42	21.68	21.73	21.99	22.74	23.03	24.29	24.57	24.62	4032.48	4032.93	4033.22	4033.25	4033.33	4032.92	4032.64	4032.09	4032.39	4032.46	4032	4033.33
7.4	7.5	9.42	14.02	14.9	15.18	20.4	21.03	21.75	27.71	2818.25	2805	2525.71	1731.03	1570.7	1519.76	636.768	546.306	449.297	4.46055	3.33333	3283.83
4.7	5.91	6.89	7.52	10.16	12.38	13.18	13.3	15.84	18.99	771.263	716.643	662.391	623.734	441.802	283.635	230.036	222.267	82.1928	7.83418	7.83333	826.667
13.02	15.26	15.65	16.01	17.71	17.89	19.79	20.54	21.54	22.18	1291.15	1254.41	1245.6	1237.09	1195.04	1190.65	1150.16	1138.95	1130.36	1129.5	1129.33	1296
8.01	8.46	10.15	12.89	13.4	18.38	18.85	19.06	21.77	21.89	762.806	767.552	761.411	690.763	672.055	472.699	457.411	451.046	403.673	403.412	403.333	769.5
13.52	15.66	19.17	19.19	20.46	20.72	21.96	24.9	26.86	28.4	1997.85	1953.04	1792.61	1791.52	1720.83	1706.21	1637.5	1499.48	1446.59	1438.55	1437.33	1999.83
13.67	13.74	16.45	16.88	19.03	23.1	24	24.76	24.92	29	2285.89	2286.19	2249.55	2236.57	2151.98	1958.19	1920	1891.48	1886	1836.67	1829.33	2286.67
17.5	18.19	18.45	18.87	19.05	19.34	19.52	19.9	20.59	21.75	2429.58	2429.95	2429.73	2429.08	2428.73	2428.11	2427.71	2426.87	2425.73	2426.48	2425.5	2430
3.68	5.19	5.69	6.02	6.58	8.17	8.27	8.66	9.37	9.89	69.0152	65.6468	62.374	59.8396	55.0886	41.3372	40.5861	37.9181	34.4407	33.3692	33.3333	69.3333
20.22	22.27	22.46	22.74	23.22	23.61	24.08	24.27	25.42	26.45	4066.5	4052.53	4050.45	4047.25	4041.51	4036.74	4031.04	4028.8	4016.92	4010.5	4009.5	4066.67
5.06	9.17	13.45	14.14	15.83	16.54	19.41	21.67	23.19	24.29	1734.23	1437.54	957.161	873.728	671.279	588.789	288.837	113.003	37.3939	8.75913	3.33333	1778
0.16	1.07	2.25	2.87	3.18	5.62	5.77	5.95	7.24	7.86	41.019	43.3187	39.2969	35.0224	32.5295	12.1705	11.2517	10.255	7.51074	9.76415	7.33333	43.3333
3.43	3.77	6.32	6.52	9.97	10.31	10.39	10.64	11.1	11.22	83.972	85.1177	67.9661	65.2661	13.6951	9.81546	8.97731	6.55991	2.997	2.27542	0	85.3333
11.53	11.89	13.35	13.36	15.17	17.38	19.73	20.31	23.82	24.75	1438.64	1439.93	1429.89	1429.74	1390.32	1318.24	1235.45	1216.95	1152.19	1155.52	1152	1440
6.06	6.14	6.39	6.63	7.3	7.53	7.86	8.24	8.37	9.25	162.173	162.382	162.886	163.18	163.252	163.102	162.806	162.431	162.314	162.068	162	163.333
2.07	4.64	9.48	10.51	12.64	14.31	15.15	18.56	19.16	20.87	1139.37	1040.04	669.951	577.348	388.382	252.833	192.102	25.3705	13.1723	14.0767	6.66667	1149.83
1.2	7.69	8.8	13.38	21.21	21.73	21.76	22.92	26.39	28.18	3283.3	2779.43	2620.68	1847.24	521.39	451.894	448.001	308.021	36.9356	3.77268	3.33333	3283.83
6.98	8.17	9.3	11.53	13.16	22.42	23.67	25.79	26.39	26.69	1149.83	1137.36	1103.63	985.871	867.265	113.128	54.0248	7.08253	8.13139	11.2991	6.66667	1149.83
7.36	7.47	7.84	7.85	8.05	8.1	8.45	8.57	9.04	9.56	202.374	202.477	202.653	202.654	202.665	202.662	202.596	202.566	202.501	202.715	202.5	202.667
0.15	0.54	0.95	1.55	1.89	1.99	2.2	3.18	3.55	3.86	0.406125	1.08929	1.33079	1.08629	0.776223	0.676666	0.469333	0.034344	0.357958	0.951619	0	1.33333
7.13	7.84	9.01	10.08	10.24	12.39	13.06	13.81	14.4	16.97	423.42	426.563	422.93	412.361	410.343	377.78	367.437	357.017	350.208	345.401	341.333	426.667
16.28	18.1	18.19	18.95	19.06	24.65	25.43	26.68	28.02	29.75	2689.23	2642.66	2639.59	2611.33	2606.92	2347.69	2316.71	2276.18	2249.08	2246.74	2242.67	2700
3.43	3.55	4.06	4.44	4.52	4.77	5.11	6.1	6.11	6.46	44.7843	44.9992	45.328	45.0713	44.9746	44.5962	43.9411	41.8053	41.7865	41.2182	40.8333	45.3333
16.31	17.02	17.87	17.93	18.43	19.8	21.95	22.65	22.67	24.34	2791.65	2793.67	2790.86	2790.48	2786.46	2769.62	2736.09	2726.1	2725.83	2709.98	2708.33	2793.67
13.24	13.38	14.17	14.24	14.61	14.85	14.98	15.17	16.34	19.37	1403.08	1403.63	1404.6	1404.53	1403.81	1403.07	1402.58	1401.78	1395.25	1384.19	1383.83	1404.67
14.22	14.45	15.3	15.3	19.33	19.72	19.75	21.23	22.6	24.32	2188.36	2187.38	2178.41	2178.41	2054.48	2038.38	2037.13	1974.87	1919.95	1862.77	1822.5	2188.67
11.02	12.17	14.34	16.14	17.36	18.41	19.52	24.25	28.71	28.88	2432.92	2241	1857.31	1529.86	1309.58	1124.28	935.427	275.036	7.29389	6.36049	6.16667	3286.67
22.63	23.57	23.95	23.97	24.37	25.16	25.33	25.56	25.65	25.99	4584.51	4584.4	4584.05	4584.03	4583.65	4583.36	4583.45	4583.71	4583.85	4584.64	4583.33	4584.67
16.25	16.31	16.5	18.11	20.42	20.58	23.04	23.41	24.26	24.67	2647.06	2647.39	2648.25	2645.31	2621.56	2619.6	2594.93	2593.15	2592.24	2593.67	2592	2649.17
8.16	11.78	13.41	14.04	18.34	19.3	21.29	24.11	25.27	25.42	885.158	836.334	764.004	730.462	464.709	406.522	301.425	214.435	208.923	209.769	208.333	891
5.51	5.92	7.52	9.04	10.22	10.47	11.07	11.19	11.22	12.32	197.12	197.977	191.084	175.019	160.721	157.838	151.474	150.323	150.043	142.347	140.833	198
11.64	11.85	14.28	14.85	17.85	18.65	19.27	20.45	20.51	21.02	1223.4	1223.9	1204.56	1195.17	1136.73	1123.03	1114.24	1103.81	1103.54	1102.5	1102.5	1224
11.2	11.71	12.45	12.53	13.02	13.04	13.34	13.35	14.19	15.77	685.589	684.778	682.478	682.179	680.253	680.173	678.986	678.948	676.135	676.338	675	685.667
9.64	10.69	10.84	11.04	17.39	18.87	20.05	20.18	23.28	23.62	807.22	791.616	788.377	783.699	514.119	448.583	405.027	400.858	353.223	355.437	352.667	810
5.12	7.77	10.66	12.22	13.23	19.15	22.82	23.39	23.56	27.29	2913.49	2762.43	2451.18	2236.08	2083.94	1104.63	546.799	471.729	450.127	88.8391	0	2929.33
4.09	4.88	5.52	5.94	6.74	8.78	9.71	11.85	11.92	12.51	126.017	129.116	128.267	126.351	120.326	97.1607	86.3514	72.0776	72.0222	72.9546	72	129.167
5.51	11.37	12.45	12.82	18.17	22.33	26.34	26.73	27.17	28.46	1775.32	1512.41	1409.82	1372.1	749.631	296.21	32.1202	20.3924	10.7206	5.69338	3.33333	1778
13.44	16.01	16.18	16.59	16.74	17.15	17.8	18	18.05	19.18	1403.82	1397.27	1396.24	1393.69	1392.75	1390.28	1386.86	1386	1385.8	1383.92	1383.83	1404.67
9.83	10.24	10.7	10.81	12.82	12.9	16.99	17.84	19.47	22.04	1118.89	1104.75	1085.97	1081.05	965.286	959.788	623.067	546.411	401.839	198.541	5.5	1148.67
21.42	21.81	23.15	25.06	25.53	27.24	27.4	27.76	27.85	27.9	4758.43	4759.24	4756.53	4745.48	4742.84	4738.65	4738.92	4740.09	4740.51	4740.77	4738.5	4759.33
2.6	8.84	10.18	12.26	13.02	14.48	17.06	18.84	19.97	20.47	824.119	601.995	510.687	361.32	307.434	209.6	71.6665	17.584	6.67431	8.57892	6.66667	825.5
7.58	8.63	8.67	14.73	20.63	21.32	22.14	27.47	28.71	29.98	2237.51	2169.49	2166.52	1482.65	652.891	564.461	464.772	34.5636	8.66774	19.5052	7.66667	2311.67
5.31	9.95	12.61	12.74	13.12	13.29	14.96	17.16	17.19	24.81	1148.26	956.822	745.905	734.606	701.252	686.195	536.101	343.792	341.299	12.4101	6	1149.17
7.16	7.38	7.53	8.73	9.23	9.47	9.67	9.77	9.92	9.93	202.116	202.395	202.522	202.53	202.531	202.645	202.825	202.949	203.183	203.201	202.5	202.667
1.68	3.29	4.86	5.99	7.77	8.14	8.45	8.6	9.69	9.81	88.2461	82.7258	63.7462	46.16	19.5284	15.0268	11.702	10.2587	3.7078	3.47545	3.33333	88.6667
9.59	9.89	10.1	10.98	12.63	14.2	14.24	14.25	14.98	15.05	525.35	523.963	522.709	515.366	496.325	478.729	478.358	478.266	472.621	472.206	469.333	526.5
14.15	15.38	16.76	18.07	18.15	18.28	18.95	19.1	21.71	23.37	2021.91	2024.44	2014.43	1996.95	1995.73	1993.73	1983.13	1980.73	1945.61	1940.23	1939.67	2025
0.26	2.14	6.4	8.02	8.29	12.12	12.5	13.45	17.76	20.07	1144.5	1137.98	925.301	796.986	774.105	433.462	400.417	320.57	50.5874	6.71333	6.66667	1149.83
17.05	17.17	17.27	17.79	17.82	18.48	19.09	19.19	19.51	19.99	2105.26	2105.46	2105.6	2105.97	2105.98	2105.92	2105.84	2105.85	2106.01	2106.65	2105.83	2106
6.63	6.71	7.02	8.85	9.16	12.54	14.66	15.53	16.89	20.88	456.358	456.737	457.331	435.486	428.033	299.169	196.422	154.891	95.1025	0.100224	0	457.333
4.12	6.9	7.16	9.81	10.75	10.98	12.69	13.76	15.3	15.82	342.629	251.818	241.396	130.985	94.3177	85.8877	33.0759	11.8589	3.094	7.05439	2.5	368.667
